emne_id;emne_navn;emne_navn_eng;studiepoeng;emne_utbytte;emne_innhold;faculty_code;contains_description
SEX402;Sexologisk rådgiving I;Sexological Councelling 1;15;['Studenten:', 'Kunnskap', ['har kunnskap om ulike metoder for rådgivning og kan praktisere rådgivning i forhold til aktuelle arbeidssituasjoner.', 'har kunnskap om de vanligste seksuelle dysfunksjoner og behandlingsmetoder for disse.', 'har kunnskap om ulike måter mennesker opplever sensualitet, erotikk og kjærlighet.', 'har kunnskap om sexologiske tilnærminger i klinisk arbeid og i forskning, nasjonalt og internasjonalt.'], 'Ferdigheter', ['kan se at seksualitet kan forstås fra ulike perspektiver, og vet hvilke andre faggrupper som det kan være nødvendig å samarbeide med.', 'har en bevisst tilnærming til seksuelle problemstillinger i ulike arbeidssituasjoner.', 'kan tilnærme seg seksuelle problemer ved hjelp av seksualterapeutiske metoder og teknikker.'], 'Generell kompetanse', ['kan forholde seg profesjonelt og nøytralt med adekvat kunnskap til klienters seksuelle problemer.', 'har forståelse av hvordan sosiale faktorer påvirker seksualiteten på positive og negative måter.', 'kan forholde seg til de ulike situasjoner mennesker kan komme opp i og integrere en forståelse av seksualitetens vilkår i relasjon til disse.', 'kan bruke seksualterapi.']];[['Sexologisk tilnærming', 'Det profesjonelle møte med klienten', 'Rådgivningsmetodikk. Kasushistorier og evaluering av disse', 'Seksuelle dysfunksjoner og seksuelle problemer']];HI;True
SEX404;Basal sexologi I;Basic Sexology 1;10;['Studenten:', 'Kunnskap', ['har kunnskap om historiske og tverrkulturelle teorier i sexologi, og kan anvende disse i utvikling av faglige perspektiv i forhold til seksuelle tema.', 'har kunnskap om ulike vitenskapsteoretiske retninger og menneskesyn.', 'har inngående kunnskap om teorier om psykoseksuell utvikling og om samspillet mellom individ og miljø, og kan anvende denne kunnskapen i en faglig forståelse av utvikling av seksuell helse/uhelse.', 'har kunnskap om bio-psyko-sosiale aspekter av seksualitet.', 'har kunnskap om aktuelle teoretiske og praktiske modeller for sexologisk arbeid.', 'har avansert kunnskap om den kvinnelige og mannlige seksualitet og innsikt i ulike uttrykk for variant seksualitet.'], 'Ferdigheter', ['kan analysere og forholde seg kritisk til hvordan ulike faglige perspektiv bidrar til yrkesutøvelsen.', 'kan analysere og reflektere over egne holdninger og verdier i forhold til seksualitet.'], 'Generell', ['kan forholde seg kritisk til ulike informasjonskilder og forskning.', 'kan analysere sammenhenger mellom forskning og menneskesyn.']];[['Perspektiver på menneskelig seksualitet', 'Sexologi som fag. Menneskesyn, vitenskapsfilosofi, teori og forskningsmetoder.', 'Seksuell utvikling. Seksualitet i ulike livsfaser.', 'Seksualanatomi/-fysiologi', 'Kvinnelig og mannlig seksualitet', 'Forståelse av egen seksualitet. SSA (Sexual Self Acknowledgement)']];HI;True
SEX900;Sexologi for helsearbeidere. Introduksjonskurs;Sexology for health workers. Introduction course.;5;[['Kunnskap om basal sexologi, og de vanligste problemstillinger angående kjønn og seksualitet.', 'Kandidatene skal kunne møte problemstillinger på de to første nivåene av PLISSIT-modellen. Det vil si at man skal kunne møte klienter med utfordringer angående kjønn og seksualitet, gi grunnleggende informasjon, og vite hvordan man kan videreformidle kontakt til kompetent rådgiver eller terapeut', 'Sexual Self Acknowledgement (SSA): Man skal kunne være fortrolig med ulike seksuelle uttrykk, og kunne forholde seg profesjonelt til disse. Man skal også kunne være sensitiv i forhold til at oppfatninger av seksualitet endrer seg i ulike kontekster og kulturer.']];['Studiet omfatter problemstillinger angående sykdom og seksuell helse, seksuell identitet og kjønnsidentitet, seksuelle tenningsmønstre og overgrepsproblematikk.', [], '', []];HI;True
SEX901;Kjønnsmangfold og seksuelt mangfold;Kjønnsmangfold og seksuelt mangfold;5;['Studenten:', ['Har avansert kunnskap om mangfoldet innen kjønnsidentitet, kjønnsuttrykk og seksuell orientering.', 'Har inngående forståelse av skeive personers unike erfaringer, og betydningen av minoritetsstress og resiliensfaktorer for psykisk, fysisk og seksuell helse.', 'Har innsikt i hvordan forståelsen av kjønn, seksualitet og psykisk helse varierer over tid og i ulike kulturer.', 'Kan anvende kunnskapen i utviklingen av likeverdige offentlige tjenester.', 'Kan vurdere hjelpebehov og riktig omsorgsnivå hos personer som opplever utfordringer.', 'Har inngående kunnskap om kjønnsinkongruens og kjønnsbekreftende behandling.', 'Kan arbeide profesjonelt og faglig forsvarlig med kjønns- og seksualitetsmangfold innenfor sitt eget fagfelt.']];[['Levekår, livssituasjon og livskvalitet for personer som representerer kjønns- og seksualitetsmangfold.', 'Oversikt over ressurser og aktører på feltet, og hvem man kan henvise videre til ved behov.', 'Sexologisk tilnærming og arbeid på ulike nivå med PLISSIT-modellen, som tillatelse, informasjon og rådgivning.', 'Tilhørighet, mangfold og friskliggjøring. Hvordan blir tokjønnsmodellen utfordret?', 'Hvordan skape trygge og åpne samtaler omkring spørsmål knyttet til kjønnsidentitet og seksuell orientering.', 'Nettverksarbeid med familier som har barn som transer.', 'Likeverdige offentlige tjenester, og hvordan kravene i lovverket kan oppfylles på en god måte.', 'Religion, etnisitet, funksjonsvariasjoner, og hvordan ulike diskrimineringsgrunnlag virker sammen (interseksjonalitet).', 'Minoritetsstress, normkritikk, og forskning på psykisk helse.'], 'Studenten kan velge å fordype seg i ett av to områder:', '1) Helsehjelp ved kjønnsinkongruens', ['Diagnosesystemet ICD-11, internasjonale standarder og nye nasjonale retningslinjer.', 'Bidra i utredning og vurdering av hjelpebehov.', 'Hormonell og kirurgisk behandling.'], '', '2) Formidling og undervisning', ['Innføring i mangfoldskompetanse.', 'Hvordan møte manglende kompetanse og fordommer rundt kjønns- og seksualitetsmangfold?', 'Strategier for endringsprosesser ved egen arbeidsplass.']];HI;True
SEX902;Human sexualities in politics, health administration, scientific research, and activism;Human sexualities in politics, health administration, scientific research, and activism;5;[];[];HI;False
SYP120D;Praksisstudier i grunnleggende sykepleie;Clinical studies in basic nursing;20;['Studenten:', 'Kunnskap', ['har kunnskap om menneskets grunnleggende behov', 'har kunnskap om aldringsprosessen og eldres særegne behov'], 'Ferdigheter', ['Kan anvende faglig kunnskap om helse, aldring og sykdom for å systematisk observere, vurdere, beslutte, iverksette, dokumentere og evaluere sykepleie', 'Kan anvende kartleggings-, vurderings-, dokumentasjon- og kommunikasjonsverktøy i sykepleieutøvelsen', 'Kan kommunisere med kronisk og langvarig syke mennesker og personer med kognitiv svikt og pårørende', 'Kan anvende ferdigheter, prosedyrer og kjenne til relevant medisinsk teknisk utstyr', 'Behersker smittevernstiltak for å forhindre spredning av uønskede mikrober', 'Kan utøve hjerte-lungeredning med hjertestarter (HHLR)', 'Kan anvende kunnskap om helsefremmende og forbyggende tiltak'], 'Generell kompetanse', ['Kan lede og prioritere eget arbeid i sykepleietjenesten', 'Kan reflektere over etiske problemstillinger', 'Kan ivareta taushetsplikten', 'Kan anvende prinsipper for forsvarlig legemiddelhåndtering innenfor sykepleierens funksjon- og ansvarsområde', 'Kan anvende kulturforståelse i vurdering, planlegging, gjennomføring og evaluering av sykepleie i møte med pasienter og pårørende', 'Kjenner til problemstillinger knyttet til pasientsikkerhet']];[['Grunnleggende ferdigheter i sykepleie', 'Hjerte- og lungeredning', 'Simuleringspraksis', 'Praksisstudier i kommunehelsetjenesten']];HI;True
SYP120G;Praksisstudier i grunnleggende sykepleie;Clinical studies in basic nursing;20;['Studenten:', 'Kunnskap', ['har kunnskap om menneskets grunnleggende behov', 'har kunnskap om aldringsprosessen og eldres særegne behov'], 'Ferdigheter', ['Kan anvende faglig kunnskap om helse, aldring og sykdom for å systematisk observere, vurdere, beslutte, iverksette, dokumentere og evaluere sykepleie', 'Kan anvende kartleggings-, vurderings-, dokumentasjon- og kommunikasjonsverktøy i sykepleieutøvelsen', 'Kan kommunisere med kronisk og langvarig syke mennesker og personer med kognitiv svikt og pårørende', 'Kan anvende ferdigheter, prosedyrer og kjenne til relevant medisinsk teknisk utstyr', 'Behersker smittevernstiltak for å forhindre spredning av uønskede mikrober', 'Kan utøve hjerte-lungeredning med hjertestarter (HHLR)', 'Kan anvende kunnskap om helsefremmende og forbyggende tiltak'], 'Generell kompetanse', ['Kan lede og prioritere eget arbeid i sykepleietjenesten', 'Kan reflektere over etiske problemstillinger', 'Kan ivareta taushetsplikten', 'Kan anvende prinsipper for forsvarlig legemiddelhåndtering innenfor sykepleierens funksjon- og ansvarsområde', 'Kan anvende kulturforståelse i vurdering, planlegging, gjennomføring og evaluering av sykepleie i møte med pasienter og pårørende', 'Kjenner til problemstillinger knyttet til pasientsikkerhet']];[['Grunnleggende ferdigheter i sykepleie', 'Hjerte- og lungeredning', 'Simuleringspraksis', 'Praksisstudier i kommunehelsetjenesten']];HI;True
SYP120K;Praksisstudier i grunnleggende sykepleie;Clinical studies in basic nursing;20;['Studenten:', 'Kunnskap', ['har kunnskap om menneskets grunnleggende behov', 'har kunnskap om aldringsprosessen og eldres særegne behov'], 'Ferdigheter', ['Kan anvende faglig kunnskap om helse, aldring og sykdom for å systematisk observere, vurdere, beslutte, iverksette, dokumentere og evaluere sykepleie', 'Kan anvende kartleggings-, vurderings-, dokumentasjon- og kommunikasjonsverktøy i sykepleieutøvelsen', 'Kan kommunisere med kronisk og langvarig syke mennesker og personer med kognitiv svikt og pårørende', 'Kan anvende ferdigheter, prosedyrer og kjenne til relevant medisinsk teknisk utstyr', 'Behersker smittevernstiltak for å forhindre spredning av uønskede mikrober', 'Kan utøve hjerte-lungeredning med hjertestarter (HHLR)', 'Kan anvende kunnskap om helsefremmende og forbyggende tiltak'], 'Generell kompetanse', ['Kan lede og prioritere eget arbeid i sykepleietjenesten', 'Kan reflektere over etiske problemstillinger', 'Kan ivareta taushetsplikten', 'Kan anvende prinsipper for forsvarlig legemiddelhåndtering innenfor sykepleierens funksjon- og ansvarsområde', 'Kan anvende kulturforståelse i vurdering, planlegging, gjennomføring og evaluering av sykepleie i møte med pasienter og pårørende', 'Kjenner til problemstillinger knyttet til pasientsikkerhet']];[['Grunnleggende ferdigheter i sykepleie', 'Hjerte- og lungeredning', 'Simuleringspraksis', 'Praksisstudier i kommunehelsetjenesten']];HI;True
SYP220G;Ferdigheter og prosedyrer;Skills and procedures;5;['Studenten:', 'Kunnskap', ['Har kunnskap om hvordan praktisk ferdighetsutøvelse må utøves for å sikre en kvalitetsmessig god gjennomføring i samspill med pasient'], 'Ferdigheter', ['Kan beherske ferdigheter, prosedyrer og relevant medisinsk utstyr', 'Kan anvende faglig kunnskap om grunnleggende behov, helse og helsesvikt for å systematisk observere, vurdere og foreslå hensiktsmessige sykepleietiltak, samt evaluere effekten av disse og justere ved behov', 'Kan anvende kunnskap for å iverksette tiltak ved subakutte og akutte hendelser', 'Kan utøve hjerte-lungeredning med hjertestarter (HHLR)', 'Kan anvende hygieniske prinsipper', 'Kan reflektere over egen relasjons- og kommunikasjonskompetanse'], 'Generell kompetanse', ['Kan lede og prioritere eget arbeid i sykepleietjenesten', 'Kan anvende prinsipper for forsvarlig legemiddelhåndtering innenfor sykepleierens funksjon- og ansvarsområde'], ''];[['Ferdigheter og prosedyrer i sykepleie', 'Hjerte og lungeredning for helsepersonell (HHLR) - Skill station']];HI;True
SYP220K;Ferdigheter og prosedyrer;Skills and procedures;5;['Studenten:', 'Kunnskap', ['Har kunnskap om hvordan praktisk ferdighetsutøvelse må utøves for å sikre en kvalitetsmessig god gjennomføring i samspill med pasient'], 'Ferdigheter', ['Kan beherske ferdigheter, prosedyrer og relevant medisinsk utstyr', 'Kan anvende faglig kunnskap om grunnleggende behov, helse og helsesvikt for å systematisk observere, vurdere og foreslå hensiktsmessige sykepleietiltak, samt evaluere effekten av disse og justere ved behov', 'Kan anvende kunnskap for å iverksette tiltak ved subakutte og akutte hendelser', 'Kan utøve hjerte-lungeredning med hjertestarter (HHLR)', 'Kan anvende hygieniske prinsipper', 'Kan reflektere over egen relasjons- og kommunikasjonskompetanse'], 'Generell kompetanse', ['Kan lede og prioritere eget arbeid i sykepleietjenesten', 'Kan anvende prinsipper for forsvarlig legemiddelhåndtering innenfor sykepleierens funksjon- og ansvarsområde'], '', '', ''];[['Ferdigheter og prosedyrer i sykepleie', 'Hjerte og lungeredning for helsepersonell (HHLR) - Skill station']];HI;True
SYP221D;Praksisstudier medisin - Akutt, kronisk og kritisk sykdom ;Clinical studies medicine - Acute, chronic and critical disease;15;['Studenten:', 'Kunnskaper', ['Har kunnskap om sykepleie til mennesker som er akutt, kritisk eller kronisk syke', 'Har kunnskap om pasientsikkerhet og registrering av avvik'], 'Ferdigheter', ['Kan utøve sykepleie til akutt, kritisk og/eller kronisk syke mennesker', 'Kan bidra til trygg overføring for å sikre gode pasientforløp', 'Kan ivareta og følge opp ordinert medisinsk behandling, herunder forsvarlig legemiddelhåndtering, i samarbeid med pasient og pårørende', 'Kan kommunisere med mennesker med akutt, kritisk og/eller kronisk sykdom, samt deres pårørende, og tilpasse kommunikasjonen med hensyn til evt. krisereaksjoner, språklig- og kulturell bakgrunn'], 'Generell kompetanse', ['Kan beherske relevante kartleggings-, vurderings-, dokumentasjons- og kommunikasjonsverktøy i sykepleieutøvelsen', 'Kan beherske relevant medisinsk, teknisk utstyr', 'Kan identifisere og reflektere over aktuelle etiske utfordringer', 'Kan anvende relevant teknologi og digitale løsninger, for å understøtte pasienter og pårørendes ressurser, mestringsmuligheter og brukermedvirkning', 'Kan delta i tverrfaglig- og tverrprofesjonell samhandling for å sikre gode pasientforløp', 'Kan anvende kunnskap for å ivareta barn som pårørende', 'Kan anvende kunnskap om helsefremmende og forbyggende tiltak'], ''];[['Førstehjelp', 'Simuleringspraksis', 'Praksisstudier i spesialist- eller kommunehelsetjenesten.'], ''];HI;True
